name_norm,trailer_link,video_id,sentiment_scores,favorability,rating,genre,year,votes
the prestige,https://www.youtube.com/watch?v=RLtaA9fFNXU,RLtaA9fFNXU,"{'positive': 122, 'neutral': 101, 'negative': 27}",0.8187919463087249,PG-13,Drama,2006,1200000.0
the devil wears prada,https://www.youtube.com/watch?v=6ZOZwUQKu3E,6ZOZwUQKu3E,"{'positive': 96, 'neutral': 113, 'negative': 41}",0.7007299270072993,PG-13,Comedy,2006,385000.0
casino royale,https://www.youtube.com/watch?v=36mnx8dBbGE,36mnx8dBbGE,"{'positive': 131, 'neutral': 70, 'negative': 49}",0.7277777777777777,PG-13,Action,2006,594000.0
pans labyrinth,https://www.youtube.com/watch?v=E7XGNPXdlGQ,E7XGNPXdlGQ,"{'positive': 91, 'neutral': 94, 'negative': 65}",0.5833333333333334,R,Drama,2006,631000.0
pirates of the caribbean dead mans chest,https://www.youtube.com/watch?v=SNA-Ezahmok,SNA-Ezahmok,"{'positive': 24, 'neutral': 32, 'negative': 13}",0.6486486486486487,PG-13,Action,2006,668000.0
idiocracy,https://www.youtube.com/watch?v=6lai9QhBibk,6lai9QhBibk,"{'positive': 71, 'neutral': 84, 'negative': 45}",0.6120689655172413,R,Adventure,2006,150000.0
apocalypto,https://www.youtube.com/watch?v=ngWBddVNVZs,ngWBddVNVZs,"{'positive': 123, 'neutral': 93, 'negative': 34}",0.7834394904458599,R,Action,2006,297000.0
shes the man,https://www.youtube.com/watch?v=jf67WlthWXk,jf67WlthWXk,"{'positive': 113, 'neutral': 107, 'negative': 30}",0.7902097902097902,PG-13,Comedy,2006,149000.0
little children,https://www.youtube.com/watch?v=bezyl7ZDp44,bezyl7ZDp44,"{'positive': 64, 'neutral': 38, 'negative': 16}",0.8,R,Drama,2006,107000.0
children of men,https://www.youtube.com/watch?v=2VT2apoX90o,2VT2apoX90o,"{'positive': 101, 'neutral': 98, 'negative': 52}",0.6601307189542484,R,Adventure,2006,474000.0
the da vinci code,https://www.youtube.com/watch?v=5sU9MT8829k,5sU9MT8829k,"{'positive': 99, 'neutral': 118, 'negative': 33}",0.75,PG-13,Mystery,2006,410000.0
the pursuit of happyness,https://www.youtube.com/watch?v=DMOBlEcRuw8,DMOBlEcRuw8,"{'positive': 111, 'neutral': 112, 'negative': 27}",0.8043478260869565,PG-13,Biography,2006,465000.0
little miss sunshine,https://www.youtube.com/watch?v=bQ7BZTMLImA,bQ7BZTMLImA,"{'positive': 52, 'neutral': 42, 'negative': 14}",0.7878787878787878,R,Comedy,2006,450000.0
the last king of scotland,https://www.youtube.com/watch?v=R_W7PC6NnN4,R_W7PC6NnN4,"{'positive': 40, 'neutral': 41, 'negative': 24}",0.625,R,Biography,2006,179000.0
blood diamond,https://www.youtube.com/watch?v=yknIZsvQjG4,yknIZsvQjG4,"{'positive': 112, 'neutral': 91, 'negative': 47}",0.7044025157232704,R,Adventure,2006,511000.0
the lives of others,https://www.youtube.com/watch?v=n3_iLOp6IhM,n3_iLOp6IhM,"{'positive': 112, 'neutral': 98, 'negative': 40}",0.7368421052631579,R,Drama,2006,368000.0
marie antoinette,https://www.youtube.com/watch?v=yBWyKRoh98U,yBWyKRoh98U,"{'positive': 96, 'neutral': 101, 'negative': 53}",0.6442953020134228,PG-13,Biography,2006,104000.0
inside man,https://www.youtube.com/watch?v=FSH-dbbiroI,FSH-dbbiroI,"{'positive': 45, 'neutral': 199, 'negative': 6}",0.8823529411764706,R,Crime,2006,350000.0
running scared,https://www.youtube.com/watch?v=Qt2AyS-Zinw,Qt2AyS-Zinw,"{'positive': 39, 'neutral': 19, 'negative': 9}",0.8125,R,Action,1986,12000.0
accepted,https://www.youtube.com/watch?v=5nrCh2we0Gw,5nrCh2we0Gw,"{'positive': 104, 'neutral': 107, 'negative': 40}",0.7222222222222222,PG-13,Comedy,2006,127000.0
superman returns,https://www.youtube.com/watch?v=bRqAUqAFhNw,bRqAUqAFhNw,"{'positive': 126, 'neutral': 83, 'negative': 41}",0.7544910179640718,PG-13,Action,2006,274000.0
slither,https://www.youtube.com/watch?v=SI0BcgVdSWg,SI0BcgVdSWg,"{'positive': 66, 'neutral': 104, 'negative': 53}",0.5546218487394958,R,Comedy,2006,76000.0
nacho libre,https://www.youtube.com/watch?v=5Atg2aASyY4,5Atg2aASyY4,"{'positive': 39, 'neutral': 33, 'negative': 6}",0.8666666666666667,PG,Comedy,2006,83000.0
the covenant,https://www.youtube.com/watch?v=02PPMPArNEQ,02PPMPArNEQ,"{'positive': 139, 'neutral': 66, 'negative': 45}",0.7554347826086957,PG-13,Action,2006,48000.0
the hills have eyes,https://www.youtube.com/watch?v=CUQd9OB75dw,CUQd9OB75dw,"{'positive': 76, 'neutral': 111, 'negative': 63}",0.5467625899280576,R,Horror,2006,162000.0
the fountain,https://www.youtube.com/watch?v=m8IlyFCbNZg,m8IlyFCbNZg,"{'positive': 117, 'neutral': 91, 'negative': 42}",0.7358490566037735,PG-13,Drama,2006,232000.0
xmen the last stand,https://www.youtube.com/watch?v=ZQ0v5dXbw7M,ZQ0v5dXbw7M,"{'positive': 64, 'neutral': 62, 'negative': 32}",0.6666666666666666,PG-13,Action,2006,491000.0
underworld evolution,https://www.youtube.com/watch?v=cCtm8L4PQt8,cCtm8L4PQt8,"{'positive': 29, 'neutral': 23, 'negative': 7}",0.8055555555555556,R,Action,2006,193000.0
click,https://www.youtube.com/watch?v=zZNC5emNyEQ,zZNC5emNyEQ,"{'positive': 102, 'neutral': 89, 'negative': 59}",0.6335403726708074,PG-13,Comedy,2006,313000.0
the holiday,https://www.youtube.com/watch?v=wk9caHO3pW0,wk9caHO3pW0,"{'positive': 99, 'neutral': 108, 'negative': 43}",0.6971830985915493,PG-13,Comedy,2006,258000.0
silent hill,https://www.youtube.com/watch?v=1mfnhu8sO5k,1mfnhu8sO5k,"{'positive': 87, 'neutral': 87, 'negative': 76}",0.5337423312883436,R,Horror,2006,217000.0
basic instinct 2,https://www.youtube.com/watch?v=uoVl7cncNg4,uoVl7cncNg4,"{'positive': 33, 'neutral': 43, 'negative': 28}",0.5409836065573771,R,Drama,2006,38000.0
the black dahlia,https://www.youtube.com/watch?v=SypNihAnaz0,SypNihAnaz0,"{'positive': 3, 'neutral': 6, 'negative': 5}",0.375,R,Crime,2006,72000.0
perfume the story of a murderer,https://www.youtube.com/watch?v=_-qv0EnGhJU,_-qv0EnGhJU,"{'positive': 120, 'neutral': 99, 'negative': 31}",0.7947019867549668,R,Crime,2006,239000.0
lucky number slevin,https://www.youtube.com/watch?v=mGQmSCQrKKQ,mGQmSCQrKKQ,"{'positive': 73, 'neutral': 37, 'negative': 17}",0.8111111111111111,R,Crime,2006,303000.0
smokin aces,https://www.youtube.com/watch?v=ohhxbsp8Mss,ohhxbsp8Mss,"{'positive': 100, 'neutral': 118, 'negative': 33}",0.7518796992481203,R,Action,2006,140000.0
cashback,https://www.youtube.com/watch?v=siXe9XC723s,siXe9XC723s,"{'positive': 128, 'neutral': 92, 'negative': 30}",0.810126582278481,R,Comedy,2006,84000.0
deja vu,https://www.youtube.com/watch?v=uxdS8TP37I4,uxdS8TP37I4,"{'positive': 98, 'neutral': 111, 'negative': 41}",0.7050359712230215,PG-13,Action,2006,298000.0
grandmas boy,https://www.youtube.com/watch?v=vsEuOw3ihbs,vsEuOw3ihbs,"{'positive': 128, 'neutral': 85, 'negative': 37}",0.7757575757575758,R,Comedy,2006,79000.0
rv,https://www.youtube.com/watch?v=Woes2BeUj-A,Woes2BeUj-A,"{'positive': 40, 'neutral': 34, 'negative': 8}",0.8333333333333334,PG,Adventure,2006,57000.0
tenacious d in the pick of destiny,https://www.youtube.com/watch?v=2tvKDAW6Flk,2tvKDAW6Flk,"{'positive': 12, 'neutral': 6, 'negative': 7}",0.631578947368421,R,Adventure,2006,104000.0
black book,https://www.youtube.com/watch?v=6PPH4SOm9gk,6PPH4SOm9gk,"{'positive': 118, 'neutral': 78, 'negative': 54}",0.686046511627907,R,Drama,2006,74000.0
stick it,https://www.youtube.com/watch?v=lDExqBXKw4k,lDExqBXKw4k,"{'positive': 148, 'neutral': 79, 'negative': 23}",0.8654970760233918,PG-13,Comedy,2006,27000.0
step up,https://www.youtube.com/watch?v=ZgnmCqA25-o,ZgnmCqA25-o,"{'positive': 121, 'neutral': 96, 'negative': 32}",0.7908496732026143,PG-13,Crime,2006,113000.0
the host,https://www.youtube.com/watch?v=SRKjf8b4f2E,SRKjf8b4f2E,"{'positive': 132, 'neutral': 82, 'negative': 36}",0.7857142857142857,R,Action,2006,112000.0
stranger than fiction,https://www.youtube.com/watch?v=0iqZD-oTE7U,0iqZD-oTE7U,"{'positive': 111, 'neutral': 119, 'negative': 20}",0.8473282442748091,PG-13,Comedy,2006,222000.0
eragon,https://www.youtube.com/watch?v=dZRHO0d9Nao,dZRHO0d9Nao,"{'positive': 113, 'neutral': 64, 'negative': 73}",0.6075268817204301,PG,Action,2006,123000.0
dreamgirls,https://www.youtube.com/watch?v=DTgGuFOh2M0,DTgGuFOh2M0,"{'positive': 26, 'neutral': 18, 'negative': 4}",0.8666666666666667,PG-13,Drama,2006,71000.0
a good year,https://www.youtube.com/watch?v=bKKrLj5ZHiM,bKKrLj5ZHiM,"{'positive': 63, 'neutral': 39, 'negative': 9}",0.875,PG-13,Comedy,2006,91000.0
miami vice,https://www.youtube.com/watch?v=6WCKJ7KaIZY,6WCKJ7KaIZY,"{'positive': 118, 'neutral': 83, 'negative': 49}",0.7065868263473054,R,Action,2006,112000.0
bug,https://www.youtube.com/watch?v=vs1ubiodlNI,vs1ubiodlNI,"{'positive': 25, 'neutral': 18, 'negative': 23}",0.5208333333333334,R,Drama,2006,34000.0
notes on a scandal,https://www.youtube.com/watch?v=AruRpjQquQQ,AruRpjQquQQ,"{'positive': 130, 'neutral': 81, 'negative': 39}",0.7692307692307693,R,Crime,2006,76000.0
firewall,https://www.youtube.com/watch?v=woUpceEF120,woUpceEF120,"{'positive': 0, 'neutral': 1, 'negative': 0}",0.0,PG-13,Action,2006,57000.0
madeas family reunion,https://www.youtube.com/watch?v=j9QFi7TB6Ag,j9QFi7TB6Ag,"{'positive': 3, 'neutral': 15, 'negative': 0}",1.0,PG-13,Comedy,2006,11000.0
the foot fist way,https://www.youtube.com/watch?v=9xyeguPUnqg,9xyeguPUnqg,"{'positive': 1, 'neutral': 0, 'negative': 0}",1.0,R,Comedy,2006,12000.0
the astronaut farmer,https://www.youtube.com/watch?v=vQqcl6ogcDU,vQqcl6ogcDU,"{'positive': 11, 'neutral': 13, 'negative': 8}",0.5789473684210527,PG,Adventure,2006,22000.0
minis first time,https://www.youtube.com/watch?v=y10Pt1tWoGw,y10Pt1tWoGw,"{'positive': 26, 'neutral': 15, 'negative': 5}",0.8387096774193549,R,Comedy,2006,8100.0
lonely hearts,https://www.youtube.com/watch?v=8noz13zrf08,8noz13zrf08,"{'positive': 12, 'neutral': 9, 'negative': 2}",0.8571428571428571,R,Comedy,1982,336.0
a guide to recognizing your saints,https://www.youtube.com/watch?v=fg3XG44eprI,fg3XG44eprI,"{'positive': 2, 'neutral': 4, 'negative': 1}",0.6666666666666666,R,Crime,2006,25000.0
everyones hero,https://www.youtube.com/watch?v=FB4rJ0qn250,FB4rJ0qn250,"{'positive': 51, 'neutral': 61, 'negative': 38}",0.5730337078651685,G,Animation,2006,8300.0
severance,https://www.youtube.com/watch?v=xEQP4VVuyrY,xEQP4VVuyrY,"{'positive': 31, 'neutral': 23, 'negative': 16}",0.6595744680851063,R,Comedy,2006,37000.0
kabhi alvida naa kehna,https://www.youtube.com/watch?v=h9fIHRGZKM0,h9fIHRGZKM0,"{'positive': 143, 'neutral': 71, 'negative': 36}",0.7988826815642458,Not Rated,Drama,2006,19000.0
old joy,https://www.youtube.com/watch?v=2bf8GqDcx0M,2bf8GqDcx0M,"{'positive': 4, 'neutral': 5, 'negative': 2}",0.6666666666666666,Unrated,Drama,2006,7000.0
the grudge 2,https://www.youtube.com/watch?v=GwcQYZkpZ-w,GwcQYZkpZ-w,"{'positive': 80, 'neutral': 96, 'negative': 74}",0.5194805194805194,PG-13,Horror,2006,48000.0
for your consideration,https://www.youtube.com/watch?v=QYlsn7C24hQ,QYlsn7C24hQ,"{'positive': 11, 'neutral': 7, 'negative': 1}",0.9166666666666666,PG-13,Comedy,2006,14000.0
the sentinel,https://www.youtube.com/watch?v=ThPzG25NS28,ThPzG25NS28,"{'positive': 6, 'neutral': 5, 'negative': 4}",0.6,PG-13,Action,2006,49000.0
the breed,https://www.youtube.com/watch?v=HbkEvvHKNqc,HbkEvvHKNqc,"{'positive': 16, 'neutral': 13, 'negative': 7}",0.6956521739130435,R,Action,2006,13000.0
skinwalkers,https://www.youtube.com/watch?v=e4aNhGO1iHM,e4aNhGO1iHM,"{'positive': 3, 'neutral': 8, 'negative': 3}",0.5,R,Action,2006,13000.0
hoot,https://www.youtube.com/watch?v=HgT_xT587MY,HgT_xT587MY,"{'positive': 108, 'neutral': 110, 'negative': 33}",0.7659574468085106,PG,Adventure,2006,8000.0
there will be blood,https://www.youtube.com/watch?v=0FIm5ATyAY0,0FIm5ATyAY0,"{'positive': 85, 'neutral': 82, 'negative': 35}",0.7083333333333334,R,Drama,2007,535000.0
no country for old men,https://www.youtube.com/watch?v=38A__WT3-o0,38A__WT3-o0,"{'positive': 110, 'neutral': 73, 'negative': 67}",0.6214689265536724,R,Crime,2007,886000.0
stardust,https://www.youtube.com/watch?v=-wwv427DAvA,-wwv427DAvA,"{'positive': 92, 'neutral': 90, 'negative': 20}",0.8214285714285714,PG-13,Adventure,2007,260000.0
gone baby gone,https://www.youtube.com/watch?v=Wzh4Q88sthY,Wzh4Q88sthY,"{'positive': 36, 'neutral': 21, 'negative': 13}",0.7346938775510204,R,Crime,2007,258000.0
disturbia,https://www.youtube.com/watch?v=gZWjvseFptg,gZWjvseFptg,"{'positive': 112, 'neutral': 101, 'negative': 37}",0.7516778523489933,PG-13,Crime,2007,226000.0
zodiac,https://www.youtube.com/watch?v=yNncHPl1UXg,yNncHPl1UXg,"{'positive': 90, 'neutral': 99, 'negative': 61}",0.5960264900662252,R,Crime,2007,486000.0
superbad,https://www.youtube.com/watch?v=LvKvus3vCEY,LvKvus3vCEY,"{'positive': 94, 'neutral': 101, 'negative': 21}",0.8173913043478261,R,Comedy,2007,535000.0
transformers,https://www.youtube.com/watch?v=itnqEauWQZM,itnqEauWQZM,"{'positive': 54, 'neutral': 141, 'negative': 56}",0.4909090909090909,PG-13,Action,2007,607000.0
harry potter and the order of the phoenix,https://www.youtube.com/watch?v=y6ZW7KXaXYk,y6ZW7KXaXYk,"{'positive': 107, 'neutral': 98, 'negative': 45}",0.7039473684210527,PG-13,Action,2007,527000.0
into the wild,https://www.youtube.com/watch?v=XZG1FzyB8DI,XZG1FzyB8DI,"{'positive': 120, 'neutral': 73, 'negative': 57}",0.6779661016949152,R,Adventure,2007,588000.0
atonement,https://www.youtube.com/watch?v=zRlkHu-R7yI,zRlkHu-R7yI,"{'positive': 96, 'neutral': 70, 'negative': 84}",0.5333333333333333,R,Drama,2007,259000.0
american gangster,https://www.youtube.com/watch?v=BV_nssS6Zkg,BV_nssS6Zkg,"{'positive': 114, 'neutral': 108, 'negative': 28}",0.8028169014084507,R,Biography,2007,401000.0
spiderman 3,https://www.youtube.com/watch?v=e5wUilOeOmg,e5wUilOeOmg,"{'positive': 98, 'neutral': 117, 'negative': 35}",0.7368421052631579,PG-13,Action,2007,513000.0
live free or die hard,https://www.youtube.com/watch?v=8Jz-8UcCiws,8Jz-8UcCiws,"{'positive': 100, 'neutral': 44, 'negative': 76}",0.5681818181818182,PG-13,Action,2007,394000.0
hot fuzz,https://www.youtube.com/watch?v=L6PKkxn7pq0,L6PKkxn7pq0,"{'positive': 14, 'neutral': 21, 'negative': 3}",0.8235294117647058,R,Action,2007,476000.0
i am legend,https://www.youtube.com/watch?v=dtKMEAXyPkg,dtKMEAXyPkg,"{'positive': 80, 'neutral': 121, 'negative': 49}",0.6201550387596899,PG-13,Action,2007,704000.0
sunshine,https://www.youtube.com/watch?v=h9CgwOifQzo,h9CgwOifQzo,"{'positive': 20, 'neutral': 41, 'negative': 13}",0.6060606060606061,R,Drama,1999,13000.0
juno,https://www.youtube.com/watch?v=K0SKf0K3bxg,K0SKf0K3bxg,"{'positive': 92, 'neutral': 97, 'negative': 61}",0.6013071895424836,PG-13,Comedy,2007,499000.0
28 weeks later,https://www.youtube.com/watch?v=ljqY7qrnycw,ljqY7qrnycw,"{'positive': 33, 'neutral': 38, 'negative': 35}",0.4852941176470588,R,Horror,2007,263000.0
hitman,https://www.youtube.com/watch?v=alQlJDRnQkE,alQlJDRnQkE,"{'positive': 105, 'neutral': 103, 'negative': 42}",0.7142857142857143,R,Action,2007,163000.0
the mist,https://www.youtube.com/watch?v=LhCKXJNGzN8,LhCKXJNGzN8,"{'positive': 73, 'neutral': 63, 'negative': 114}",0.3903743315508021,R,Horror,2007,287000.0
hairspray,https://www.youtube.com/watch?v=SUoG7mqCixI,SUoG7mqCixI,"{'positive': 126, 'neutral': 90, 'negative': 34}",0.7875,PG,Comedy,1988,20000.0
knocked up,https://www.youtube.com/watch?v=cv01Mcdf8rI,cv01Mcdf8rI,"{'positive': 112, 'neutral': 97, 'negative': 41}",0.7320261437908496,R,Comedy,2007,356000.0
sweeney todd the demon barber of fleet street,https://www.youtube.com/watch?v=acHBq_oZm-8,acHBq_oZm-8,"{'positive': 116, 'neutral': 93, 'negative': 41}",0.7388535031847133,R,Drama,2007,350000.0
ghost rider,https://www.youtube.com/watch?v=nu6R7ypaz5g,nu6R7ypaz5g,"{'positive': 74, 'neutral': 116, 'negative': 61}",0.5481481481481482,PG-13,Action,2007,227000.0
hot rod,https://www.youtube.com/watch?v=yByhd7FAOug,yByhd7FAOug,"{'positive': 52, 'neutral': 48, 'negative': 11}",0.8253968253968254,PG-13,Comedy,2007,80000.0
the darjeeling limited,https://www.youtube.com/watch?v=aO1bYukdvLI,aO1bYukdvLI,"{'positive': 126, 'neutral': 96, 'negative': 29}",0.8129032258064516,R,Adventure,2007,186000.0
bridge to terabithia,https://www.youtube.com/watch?v=T2TDSEG57hI,T2TDSEG57hI,"{'positive': 81, 'neutral': 77, 'negative': 93}",0.4655172413793103,PG,Drama,2007,147000.0
the nanny diaries,https://www.youtube.com/watch?v=Fwb8euJ-Evk,Fwb8euJ-Evk,"{'positive': 114, 'neutral': 102, 'negative': 34}",0.7702702702702703,PG-13,Comedy,2007,57000.0
funny games,https://www.youtube.com/watch?v=Ec-70W_K77U,Ec-70W_K77U,"{'positive': 80, 'neutral': 71, 'negative': 99}",0.4469273743016759,R,Crime,2007,93000.0
halloween,https://www.youtube.com/watch?v=ek1ePFp-nBI,ek1ePFp-nBI,"{'positive': 100, 'neutral': 81, 'negative': 69}",0.591715976331361,R,Horror,2007,111000.0
eastern promises,https://www.youtube.com/watch?v=ifilHp3_dWQ,ifilHp3_dWQ,"{'positive': 27, 'neutral': 21, 'negative': 6}",0.8181818181818182,R,Action,2007,232000.0
the bourne ultimatum,https://www.youtube.com/watch?v=ZT2ZxjUjSo0,ZT2ZxjUjSo0,"{'positive': 65, 'neutral': 57, 'negative': 31}",0.6770833333333334,PG-13,Action,2007,612000.0
fracture,https://www.youtube.com/watch?v=UG1Lxnn8Qa8,UG1Lxnn8Qa8,"{'positive': 26, 'neutral': 12, 'negative': 8}",0.7647058823529411,R,Crime,2007,192000.0
beowulf,https://www.youtube.com/watch?v=DLukQJO5SH8,DLukQJO5SH8,"{'positive': 37, 'neutral': 44, 'negative': 13}",0.74,PG-13,Animation,2007,163000.0
next,https://www.youtube.com/watch?v=pRH5u5lpArQ,pRH5u5lpArQ,"{'positive': 123, 'neutral': 72, 'negative': 55}",0.6910112359550562,PG-13,Action,2007,152000.0
310 to yuma,https://www.youtube.com/watch?v=jX1m45CwvJ8,jX1m45CwvJ8,"{'positive': 114, 'neutral': 84, 'negative': 52}",0.6867469879518072,R,Action,2007,295000.0
across the universe,https://www.youtube.com/watch?v=spf7RULGNOU,spf7RULGNOU,"{'positive': 100, 'neutral': 104, 'negative': 46}",0.684931506849315,PG-13,Drama,2007,107000.0
oceans thirteen,https://www.youtube.com/watch?v=so9Eh-Guci8,so9Eh-Guci8,"{'positive': 24, 'neutral': 31, 'negative': 11}",0.6857142857142857,PG-13,Crime,2007,328000.0
blades of glory,https://www.youtube.com/watch?v=UrZb-dZKCIQ,UrZb-dZKCIQ,"{'positive': 24, 'neutral': 33, 'negative': 11}",0.6857142857142857,PG-13,Comedy,2007,161000.0
surfs up,https://www.youtube.com/watch?v=OSVJudaQt2c,OSVJudaQt2c,"{'positive': 25, 'neutral': 20, 'negative': 3}",0.8928571428571429,PG,Animation,2007,72000.0
resident evil extinction,https://www.youtube.com/watch?v=eDMjVARsCOk,eDMjVARsCOk,"{'positive': 52, 'neutral': 53, 'negative': 27}",0.6582278481012658,R,Action,2007,187000.0
30 days of night,https://www.youtube.com/watch?v=8ClVrVK_y0E,8ClVrVK_y0E,"{'positive': 63, 'neutral': 62, 'negative': 37}",0.63,R,Action,2007,168000.0
awake,https://www.youtube.com/watch?v=2fuowcxdrYc,2fuowcxdrYc,"{'positive': 75, 'neutral': 88, 'negative': 87}",0.4629629629629629,R,Crime,2007,73000.0
dead silence,https://www.youtube.com/watch?v=8b_HVtHmK30,8b_HVtHmK30,"{'positive': 72, 'neutral': 98, 'negative': 80}",0.4736842105263157,R,Horror,2007,89000.0
bee movie,https://www.youtube.com/watch?v=VONRQMx78YI,VONRQMx78YI,"{'positive': 101, 'neutral': 122, 'negative': 27}",0.7890625,PG,Animation,2007,148000.0
the heartbreak kid,https://www.youtube.com/watch?v=8mAnjJdE5vQ,8mAnjJdE5vQ,"{'positive': 16, 'neutral': 16, 'negative': 6}",0.7272727272727273,R,Comedy,2007,88000.0
aliens vs predator requiem,https://www.youtube.com/watch?v=oqLM_21tqyc,oqLM_21tqyc,"{'positive': 20, 'neutral': 23, 'negative': 13}",0.6060606060606061,R,Action,2007,118000.0
1408,https://www.youtube.com/watch?v=WIASqPZqnhs,WIASqPZqnhs,"{'positive': 94, 'neutral': 96, 'negative': 60}",0.6103896103896104,PG-13,Fantasy,2007,260000.0
the kingdom,https://www.youtube.com/watch?v=T7xGu-SnWUk,T7xGu-SnWUk,"{'positive': 76, 'neutral': 66, 'negative': 38}",0.6666666666666666,R,Action,2007,121000.0
good luck chuck,https://www.youtube.com/watch?v=Mfd-BbBsGM4,Mfd-BbBsGM4,"{'positive': 78, 'neutral': 72, 'negative': 40}",0.6610169491525424,R,Comedy,2007,87000.0
hostel part ii,https://www.youtube.com/watch?v=7oG7ktw806Y,7oG7ktw806Y,"{'positive': 21, 'neutral': 30, 'negative': 20}",0.5121951219512195,R,Horror,2007,87000.0
the golden compass,https://www.youtube.com/watch?v=LHYoOGfBObU,LHYoOGfBObU,"{'positive': 114, 'neutral': 87, 'negative': 33}",0.7755102040816326,PG-13,Adventure,2007,182000.0
rush hour 3,https://www.youtube.com/watch?v=FRDRWXfQyJE,FRDRWXfQyJE,"{'positive': 59, 'neutral': 80, 'negative': 34}",0.6344086021505376,PG-13,Action,2007,157000.0
the babysitters,https://www.youtube.com/watch?v=h4YtGf1sMBs,h4YtGf1sMBs,"{'positive': 12, 'neutral': 8, 'negative': 5}",0.7058823529411765,R,Drama,2007,11000.0
timecrimes,https://www.youtube.com/watch?v=3XuWoe9NSic,3XuWoe9NSic,"{'positive': 98, 'neutral': 89, 'negative': 57}",0.632258064516129,R,Horror,2007,60000.0
meet the robinsons,https://www.youtube.com/watch?v=S396-fnLldk,S396-fnLldk,"{'positive': 100, 'neutral': 115, 'negative': 36}",0.7352941176470589,G,Animation,2007,91000.0
michael clayton,https://www.youtube.com/watch?v=5kJRYBhG43Q,5kJRYBhG43Q,"{'positive': 77, 'neutral': 39, 'negative': 24}",0.7623762376237624,R,Crime,2007,159000.0
the bucket list,https://www.youtube.com/watch?v=vc3mkG21ob4,vc3mkG21ob4,"{'positive': 137, 'neutral': 66, 'negative': 47}",0.7445652173913043,PG-13,Adventure,2007,235000.0
lust caution,https://www.youtube.com/watch?v=CizN-DvGhrc,CizN-DvGhrc,"{'positive': 129, 'neutral': 74, 'negative': 47}",0.7329545454545454,NC-17,Drama,2007,38000.0
charlie wilsons war,https://www.youtube.com/watch?v=G1mnSjjeC2o,G1mnSjjeC2o,"{'positive': 66, 'neutral': 80, 'negative': 78}",0.4583333333333333,R,Biography,2007,113000.0
paranormal activity,https://www.youtube.com/watch?v=F_UxLEqd074,F_UxLEqd074,"{'positive': 80, 'neutral': 86, 'negative': 84}",0.4878048780487805,R,Horror,2007,225000.0
freedom writers,https://www.youtube.com/watch?v=miz1V13QWsU,miz1V13QWsU,"{'positive': 110, 'neutral': 99, 'negative': 41}",0.7284768211920529,PG-13,Biography,2007,72000.0
before the devil knows youre dead,https://www.youtube.com/watch?v=kiE8t8xbCog,kiE8t8xbCog,"{'positive': 8, 'neutral': 0, 'negative': 2}",0.8,R,Crime,2007,99000.0
in the valley of elah,https://www.youtube.com/watch?v=OCBr3dk6kBc,OCBr3dk6kBc,"{'positive': 6, 'neutral': 6, 'negative': 6}",0.5,R,Crime,2007,70000.0
ps i love you,https://www.youtube.com/watch?v=CZzW6_hR068,CZzW6_hR068,"{'positive': 106, 'neutral': 89, 'negative': 55}",0.6583850931677019,PG-13,Comedy,2007,203000.0
national treasure book of secrets,https://www.youtube.com/watch?v=lq6MlrkFHG0,lq6MlrkFHG0,"{'positive': 17, 'neutral': 15, 'negative': 3}",0.85,PG,Action,2007,223000.0
lars and the real girl,https://www.youtube.com/watch?v=XNcs9DrKYRU,XNcs9DrKYRU,"{'positive': 108, 'neutral': 103, 'negative': 39}",0.7346938775510204,PG-13,Comedy,2007,141000.0
the orphanage,https://www.youtube.com/watch?v=UkuKtS-N1rM,UkuKtS-N1rM,"{'positive': 105, 'neutral': 81, 'negative': 61}",0.6325301204819277,R,Drama,2007,150000.0
hannibal rising,https://www.youtube.com/watch?v=J7AVgWT_zy0,J7AVgWT_zy0,"{'positive': 124, 'neutral': 56, 'negative': 70}",0.6391752577319587,R,Action,2007,106000.0
saw iv,https://www.youtube.com/watch?v=hQ7JF5JZkoo,hQ7JF5JZkoo,"{'positive': 11, 'neutral': 18, 'negative': 9}",0.55,R,Crime,2007,144000.0
premonition,https://www.youtube.com/watch?v=qwqCTjl6IJI,qwqCTjl6IJI,"{'positive': 80, 'neutral': 94, 'negative': 76}",0.5128205128205128,PG-13,Drama,2007,74000.0
the simpsons movie,https://www.youtube.com/watch?v=XPG0MqIcby8,XPG0MqIcby8,"{'positive': 88, 'neutral': 138, 'negative': 25}",0.7787610619469026,PG-13,Animation,2007,314000.0
teeth,https://www.youtube.com/watch?v=yH8yuld4DUE,yH8yuld4DUE,"{'positive': 85, 'neutral': 98, 'negative': 67}",0.5592105263157895,R,Action,2007,42000.0
death at a funeral,https://www.youtube.com/watch?v=LkbR3nQqcrk,LkbR3nQqcrk,"{'positive': 133, 'neutral': 73, 'negative': 44}",0.751412429378531,R,Comedy,2007,111000.0
wild hogs,https://www.youtube.com/watch?v=zSvwmgWCJ2s,zSvwmgWCJ2s,"{'positive': 7, 'neutral': 4, 'negative': 0}",1.0,PG-13,Action,2007,115000.0
mr brooks,https://www.youtube.com/watch?v=hXfbVIFc6t4,hXfbVIFc6t4,"{'positive': 126, 'neutral': 76, 'negative': 48}",0.7241379310344828,R,Crime,2007,146000.0
mr beans holiday,https://www.youtube.com/watch?v=LZfIzJ6XwPQ,LZfIzJ6XwPQ,"{'positive': 13, 'neutral': 38, 'negative': 5}",0.7222222222222222,G,Comedy,2007,119000.0
