name_norm,trailer_link,video_id,sentiment_scores,favorability,rating,genre,year,votes
burn after reading,https://www.youtube.com/watch?v=SVCHSiRWjJM,SVCHSiRWjJM,"{'positive': 141, 'neutral': 79, 'negative': 31}",0.8197674418604651,R,Comedy,2008,317000.0
forgetting sarah marshall,https://www.youtube.com/watch?v=K4xD8ZMdJms,K4xD8ZMdJms,"{'positive': 79, 'neutral': 84, 'negative': 33}",0.7053571428571429,R,Comedy,2008,271000.0
seven pounds,https://www.youtube.com/watch?v=zdMpeO5G4OQ,zdMpeO5G4OQ,"{'positive': 97, 'neutral': 78, 'negative': 33}",0.7461538461538462,PG-13,Drama,2008,291000.0
in bruges,https://www.youtube.com/watch?v=96harmMOyiY,96harmMOyiY,"{'positive': 23, 'neutral': 20, 'negative': 10}",0.696969696969697,R,Comedy,2008,398000.0
sex and the city,https://www.youtube.com/watch?v=g9Mx2OLnoGI,g9Mx2OLnoGI,"{'positive': 91, 'neutral': 120, 'negative': 34}",0.728,R,Comedy,2008,117000.0
slumdog millionaire,https://www.youtube.com/watch?v=AIzbwV7on6Q,AIzbwV7on6Q,"{'positive': 121, 'neutral': 92, 'negative': 37}",0.7658227848101266,R,Drama,2008,812000.0
rocknrolla,https://www.youtube.com/watch?v=TdpR8VuvbCM,TdpR8VuvbCM,"{'positive': 85, 'neutral': 80, 'negative': 29}",0.7456140350877193,R,Action,2008,241000.0
gran torino,https://www.youtube.com/watch?v=RMhbr2XQblk,RMhbr2XQblk,"{'positive': 112, 'neutral': 92, 'negative': 46}",0.7088607594936709,R,Drama,2008,734000.0
the duchess,https://www.youtube.com/watch?v=111EyWUrYZM,111EyWUrYZM,"{'positive': 71, 'neutral': 52, 'negative': 26}",0.7319587628865979,PG-13,Biography,2008,80000.0
the reader,https://www.youtube.com/watch?v=4_NSEZm8sIo,4_NSEZm8sIo,"{'positive': 17, 'neutral': 8, 'negative': 8}",0.68,R,Drama,2008,234000.0
the hurt locker,https://www.youtube.com/watch?v=AIbFvqFYRT4,AIbFvqFYRT4,"{'positive': 111, 'neutral': 82, 'negative': 57}",0.6607142857142857,R,Drama,2008,430000.0
rambo,https://www.youtube.com/watch?v=2CRjdwRYQbU,2CRjdwRYQbU,"{'positive': 112, 'neutral': 97, 'negative': 41}",0.7320261437908496,R,Action,2008,222000.0
the happening,https://www.youtube.com/watch?v=1I9ZQVK8gV8,1I9ZQVK8gV8,"{'positive': 90, 'neutral': 96, 'negative': 64}",0.5844155844155844,R,Drama,2008,199000.0
the wrestler,https://www.youtube.com/watch?v=61-GFxjTyV0,61-GFxjTyV0,"{'positive': 132, 'neutral': 62, 'negative': 56}",0.7021276595744681,R,Drama,2008,294000.0
cloverfield,https://www.youtube.com/watch?v=_afPFLvh2qg,_afPFLvh2qg,"{'positive': 107, 'neutral': 89, 'negative': 54}",0.6645962732919255,PG-13,Action,2008,379000.0
changeling,https://www.youtube.com/watch?v=i3jjAm2dBeo,i3jjAm2dBeo,"{'positive': 10, 'neutral': 12, 'negative': 7}",0.5882352941176471,R,Biography,2008,244000.0
eagle eye,https://www.youtube.com/watch?v=_wkqo_Rd3_Q,_wkqo_Rd3_Q,"{'positive': 107, 'neutral': 86, 'negative': 57}",0.6524390243902439,PG-13,Action,2008,180000.0
the ruins,https://www.youtube.com/watch?v=x3JKmTK70Mc,x3JKmTK70Mc,"{'positive': 64, 'neutral': 85, 'negative': 56}",0.5333333333333333,R,Adventure,2008,72000.0
the other boleyn girl,https://www.youtube.com/watch?v=NX0LoorqtRM,NX0LoorqtRM,"{'positive': 97, 'neutral': 99, 'negative': 54}",0.6423841059602649,PG-13,Biography,2008,107000.0
21,https://www.youtube.com/watch?v=oqkdB7It5Go,oqkdB7It5Go,"{'positive': 29, 'neutral': 39, 'negative': 9}",0.7631578947368421,PG-13,Crime,2008,235000.0
never back down,https://www.youtube.com/watch?v=2tc-RPjZRm8,2tc-RPjZRm8,"{'positive': 115, 'neutral': 92, 'negative': 43}",0.7278481012658228,PG-13,Action,2008,98000.0
the mummy tomb of the dragon emperor,https://www.youtube.com/watch?v=ol-U0ibnVD4,ol-U0ibnVD4,"{'positive': 97, 'neutral': 72, 'negative': 81}",0.5449438202247191,PG-13,Action,2008,154000.0
hancock,https://www.youtube.com/watch?v=6iFcGNOWnA8,6iFcGNOWnA8,"{'positive': 30, 'neutral': 33, 'negative': 9}",0.7692307692307693,PG-13,Action,2008,454000.0
journey to the center of the earth,https://www.youtube.com/watch?v=iJkspWwwZLM,iJkspWwwZLM,"{'positive': 107, 'neutral': 122, 'negative': 21}",0.8359375,PG,Action,2008,116000.0
bolt,https://www.youtube.com/watch?v=Pj0a7GkMH3w,Pj0a7GkMH3w,"{'positive': 53, 'neutral': 68, 'negative': 14}",0.7910447761194029,PG,Animation,2008,196000.0
sex drive,https://www.youtube.com/watch?v=2xOUCZH14Is,2xOUCZH14Is,"{'positive': 128, 'neutral': 90, 'negative': 32}",0.8,R,Comedy,2008,85000.0
death race,https://www.youtube.com/watch?v=C8bxcJZrus0,C8bxcJZrus0,"{'positive': 105, 'neutral': 94, 'negative': 52}",0.6687898089171974,R,Action,2008,201000.0
pineapple express,https://www.youtube.com/watch?v=BWZt4v6b1hI,BWZt4v6b1hI,"{'positive': 102, 'neutral': 114, 'negative': 34}",0.75,R,Action,2008,322000.0
valkyrie,https://www.youtube.com/watch?v=-YppIQUiE9Y,-YppIQUiE9Y,"{'positive': 92, 'neutral': 129, 'negative': 29}",0.7603305785123967,PG-13,Drama,2008,233000.0
27 dresses,https://www.youtube.com/watch?v=J9DzAjOe7sY,J9DzAjOe7sY,"{'positive': 51, 'neutral': 63, 'negative': 24}",0.68,PG-13,Comedy,2008,157000.0
let the right one in,https://www.youtube.com/watch?v=ICp4g9p_rgo,ICp4g9p_rgo,"{'positive': 121, 'neutral': 79, 'negative': 50}",0.7076023391812866,R,Crime,2008,208000.0
role models,https://www.youtube.com/watch?v=7RChtV9AH4M,7RChtV9AH4M,"{'positive': 34, 'neutral': 47, 'negative': 11}",0.7555555555555555,R,Comedy,2008,223000.0
defiance,https://www.youtube.com/watch?v=yw6Rwum7zcU,yw6Rwum7zcU,"{'positive': 104, 'neutral': 81, 'negative': 65}",0.6153846153846154,R,Action,2008,141000.0
definitely maybe,https://www.youtube.com/watch?v=0oK4VOUmOkc,0oK4VOUmOkc,"{'positive': 125, 'neutral': 107, 'negative': 18}",0.8741258741258742,PG-13,Comedy,2008,159000.0
the forbidden kingdom,https://www.youtube.com/watch?v=2o9rv1SN1HY,2o9rv1SN1HY,"{'positive': 60, 'neutral': 43, 'negative': 35}",0.631578947368421,PG-13,Action,2008,103000.0
bronson,https://www.youtube.com/watch?v=paa9knyJKrs,paa9knyJKrs,"{'positive': 93, 'neutral': 103, 'negative': 54}",0.6326530612244898,R,Action,2008,123000.0
australia,https://www.youtube.com/watch?v=mfI4hK9I2k0,mfI4hK9I2k0,"{'positive': 94, 'neutral': 75, 'negative': 36}",0.7230769230769231,PG-13,Adventure,2008,121000.0
yes man,https://www.youtube.com/watch?v=dDh1l3qVNoY,dDh1l3qVNoY,"{'positive': 84, 'neutral': 39, 'negative': 28}",0.75,PG-13,Comedy,2008,343000.0
body of lies,https://www.youtube.com/watch?v=bxQW8NGNb60,bxQW8NGNb60,"{'positive': 63, 'neutral': 39, 'negative': 18}",0.7777777777777778,R,Action,2008,218000.0
disaster movie,https://www.youtube.com/watch?v=tihG_2BSUqg,tihG_2BSUqg,"{'positive': 71, 'neutral': 74, 'negative': 105}",0.4034090909090909,PG-13,Comedy,2008,88000.0
superhero movie,https://www.youtube.com/watch?v=bDeRyQchao8,bDeRyQchao8,"{'positive': 28, 'neutral': 28, 'negative': 12}",0.7,PG-13,Action,2008,65000.0
jumper,https://www.youtube.com/watch?v=DtacNQkFHvo,DtacNQkFHvo,"{'positive': 8, 'neutral': 53, 'negative': 17}",0.32,PG-13,Action,2008,292000.0
the bank job,https://www.youtube.com/watch?v=c417t_pXz-w,c417t_pXz-w,"{'positive': 46, 'neutral': 38, 'negative': 11}",0.8070175438596491,R,Crime,2008,176000.0
street kings,https://www.youtube.com/watch?v=jdHjrd4P9Rs,jdHjrd4P9Rs,"{'positive': 108, 'neutral': 89, 'negative': 53}",0.6708074534161491,R,Action,2008,109000.0
get smart,https://www.youtube.com/watch?v=K9WNBO3szgQ,K9WNBO3szgQ,"{'positive': 93, 'neutral': 94, 'negative': 63}",0.5961538461538461,PG-13,Action,2008,208000.0
punisher war zone,https://www.youtube.com/watch?v=liABMxEvPAc,liABMxEvPAc,"{'positive': 108, 'neutral': 59, 'negative': 83}",0.5654450261780105,R,Action,2008,61000.0
you dont mess with the zohan,https://www.youtube.com/watch?v=ucmnTmYpGhI,ucmnTmYpGhI,"{'positive': 86, 'neutral': 111, 'negative': 53}",0.6187050359712231,PG-13,Comedy,2008,194000.0
hellboy ii the golden army,https://www.youtube.com/watch?v=GZEdzk4F7N8,GZEdzk4F7N8,"{'positive': 1, 'neutral': 1, 'negative': 1}",0.5,PG-13,Action,2008,260000.0
synecdoche new york,https://www.youtube.com/watch?v=i2q8F0yRmrs,i2q8F0yRmrs,"{'positive': 37, 'neutral': 37, 'negative': 22}",0.6271186440677966,R,Drama,2008,86000.0
marley me,https://www.youtube.com/watch?v=0UMMGNxg1Lg,0UMMGNxg1Lg,"{'positive': 91, 'neutral': 99, 'negative': 60}",0.6026490066225165,PG,Comedy,2008,150000.0
fools gold,https://www.youtube.com/watch?v=EElmapouc0c,EElmapouc0c,"{'positive': 45, 'neutral': 46, 'negative': 10}",0.8181818181818182,PG-13,Action,2008,76000.0
the secret life of bees,https://www.youtube.com/watch?v=pVCil2oSNYY,pVCil2oSNYY,"{'positive': 152, 'neutral': 59, 'negative': 39}",0.7958115183246073,PG-13,Drama,2008,25000.0
nick and norahs infinite playlist,https://www.youtube.com/watch?v=2ApNfaukwVo,2ApNfaukwVo,"{'positive': 12, 'neutral': 4, 'negative': 3}",0.8,PG-13,Comedy,2008,90000.0
doomsday,https://www.youtube.com/watch?v=mJMjiCxHLdg,mJMjiCxHLdg,"{'positive': 81, 'neutral': 88, 'negative': 81}",0.5,R,Action,2008,75000.0
max payne,https://www.youtube.com/watch?v=GklHaGfncJI,GklHaGfncJI,"{'positive': 107, 'neutral': 68, 'negative': 75}",0.5879120879120879,PG-13,Action,2008,123000.0
the day the earth stood still,https://www.youtube.com/watch?v=abTYs6s1pdI,abTYs6s1pdI,"{'positive': 17, 'neutral': 15, 'negative': 13}",0.5666666666666667,PG-13,Drama,2008,165000.0
the spirit,https://www.youtube.com/watch?v=egvFBZFi0vY,egvFBZFi0vY,"{'positive': 91, 'neutral': 76, 'negative': 83}",0.5229885057471264,PG-13,Action,2008,60000.0
ghost town,https://www.youtube.com/watch?v=yyWFwKnm21Y,yyWFwKnm21Y,"{'positive': 8, 'neutral': 15, 'negative': 4}",0.6666666666666666,PG-13,Comedy,2008,71000.0
bottle shock,https://www.youtube.com/watch?v=gYOvh1gE6I4,gYOvh1gE6I4,"{'positive': 12, 'neutral': 5, 'negative': 1}",0.9230769230769232,PG-13,Comedy,2008,16000.0
the rocker,https://www.youtube.com/watch?v=VZhmvFCk6rE,VZhmvFCk6rE,"{'positive': 72, 'neutral': 48, 'negative': 19}",0.7912087912087912,PG-13,Comedy,2008,37000.0
semipro,https://www.youtube.com/watch?v=QdoODXShjss,QdoODXShjss,"{'positive': 0, 'neutral': 2, 'negative': 0}",0.0,R,Comedy,2008,80000.0
repo the genetic opera,https://www.youtube.com/watch?v=MzgpU25C6fg,MzgpU25C6fg,"{'positive': 126, 'neutral': 69, 'negative': 54}",0.7,R,Horror,2008,24000.0
outlander,https://www.youtube.com/watch?v=PFFKjptRr7Y,PFFKjptRr7Y,"{'positive': 130, 'neutral': 75, 'negative': 46}",0.7386363636363636,R,Action,2008,73000.0
saw v,https://www.youtube.com/watch?v=1Xg2hhuYukE,1Xg2hhuYukE,"{'positive': 7, 'neutral': 8, 'negative': 0}",1.0,R,Crime,2008,118000.0
miss pettigrew lives for a day,https://www.youtube.com/watch?v=9UsfT_NJdiA,9UsfT_NJdiA,"{'positive': 2, 'neutral': 2, 'negative': 1}",0.6666666666666666,PG-13,Comedy,2008,27000.0
hunger,https://www.youtube.com/watch?v=h61PbLOmyY0,h61PbLOmyY0,"{'positive': 121, 'neutral': 70, 'negative': 59}",0.6722222222222223,Not Rated,Biography,2008,68000.0
the women,https://www.youtube.com/watch?v=RlxwcwESDkQ,RlxwcwESDkQ,"{'positive': 113, 'neutral': 55, 'negative': 64}",0.6384180790960452,PG-13,Comedy,2008,21000.0
choke,https://www.youtube.com/watch?v=KY3D-htXKFE,KY3D-htXKFE,"{'positive': 76, 'neutral': 123, 'negative': 51}",0.5984251968503937,R,Comedy,2008,32000.0
doubt,https://www.youtube.com/watch?v=f8S0ANEp4vc,f8S0ANEp4vc,"{'positive': 36, 'neutral': 32, 'negative': 20}",0.6428571428571429,PG-13,Drama,2008,124000.0
10000 bc,https://www.youtube.com/watch?v=GMO8PC94egI,GMO8PC94egI,"{'positive': 11, 'neutral': 25, 'negative': 9}",0.55,PG-13,Action,2008,127000.0
the midnight meat train,https://www.youtube.com/watch?v=wtUiRfMy_uI,wtUiRfMy_uI,"{'positive': 43, 'neutral': 33, 'negative': 26}",0.6231884057971014,R,Horror,2008,61000.0
drillbit taylor,https://www.youtube.com/watch?v=Y21ElFK5YKw,Y21ElFK5YKw,"{'positive': 5, 'neutral': 6, 'negative': 2}",0.7142857142857143,PG-13,Action,2008,59000.0
made of honor,https://www.youtube.com/watch?v=XFQN3biQ4x8,XFQN3biQ4x8,"{'positive': 90, 'neutral': 73, 'negative': 12}",0.8823529411764706,PG-13,Comedy,2008,69000.0
what happens in vegas,https://www.youtube.com/watch?v=NLdkkpMrZIY,NLdkkpMrZIY,"{'positive': 28, 'neutral': 83, 'negative': 18}",0.6086956521739131,PG-13,Comedy,2008,168000.0
the brothers bloom,https://www.youtube.com/watch?v=d99KKdw-bXw,d99KKdw-bXw,"{'positive': 0, 'neutral': 1, 'negative': 1}",0.0,PG-13,Action,2008,49000.0
inkheart,https://www.youtube.com/watch?v=6wKm5vU6SSU,6wKm5vU6SSU,"{'positive': 123, 'neutral': 74, 'negative': 53}",0.6988636363636364,PG,Adventure,2008,75000.0
appaloosa,https://www.youtube.com/watch?v=PDGbtFx5rLg,PDGbtFx5rLg,"{'positive': 2, 'neutral': 7, 'negative': 2}",0.5,R,Action,2008,59000.0
vantage point,https://www.youtube.com/watch?v=vDp-08uNH0Y,vDp-08uNH0Y,"{'positive': 92, 'neutral': 112, 'negative': 46}",0.6666666666666666,PG-13,Action,2008,146000.0
untraceable,https://www.youtube.com/watch?v=oIqnESZW0qc,oIqnESZW0qc,"{'positive': 78, 'neutral': 89, 'negative': 83}",0.484472049689441,R,Crime,2008,48000.0
red cliff,https://www.youtube.com/watch?v=pd0bqLQrtdE,pd0bqLQrtdE,"{'positive': 104, 'neutral': 103, 'negative': 43}",0.7074829931972789,R,Action,2008,44000.0
sunshine cleaning,https://www.youtube.com/watch?v=Wf5S-1tJlg0,Wf5S-1tJlg0,"{'positive': 109, 'neutral': 35, 'negative': 20}",0.8449612403100775,R,Comedy,2008,70000.0
how to lose friends alienate people,https://www.youtube.com/watch?v=l7jHYIEvwOE,l7jHYIEvwOE,"{'positive': 58, 'neutral': 32, 'negative': 20}",0.7435897435897436,R,Biography,2008,68000.0
transporter 3,https://www.youtube.com/watch?v=Pbh3CDBNIQA,Pbh3CDBNIQA,"{'positive': 102, 'neutral': 111, 'negative': 37}",0.7338129496402878,PG-13,Action,2008,160000.0
prom night,https://www.youtube.com/watch?v=ayvHRgYNvzU,ayvHRgYNvzU,"{'positive': 56, 'neutral': 52, 'negative': 45}",0.5544554455445545,R,Horror,1980,16000.0
rachel getting married,https://www.youtube.com/watch?v=1wDDgSwEo1s,1wDDgSwEo1s,"{'positive': 97, 'neutral': 63, 'negative': 38}",0.7185185185185186,R,Drama,2008,48000.0
righteous kill,https://www.youtube.com/watch?v=1kRShW-XMRs,1kRShW-XMRs,"{'positive': 24, 'neutral': 18, 'negative': 25}",0.4897959183673469,R,Crime,2008,86000.0
leatherheads,https://www.youtube.com/watch?v=gRRGj8Kmxi0,gRRGj8Kmxi0,"{'positive': 17, 'neutral': 27, 'negative': 6}",0.7391304347826086,PG-13,Comedy,2008,32000.0
meet the spartans,https://www.youtube.com/watch?v=RY-zJtYYolo,RY-zJtYYolo,"{'positive': 99, 'neutral': 67, 'negative': 84}",0.5409836065573771,PG-13,Comedy,2008,103000.0
star wars the clone wars,https://www.youtube.com/watch?v=ZLW2jkd6E7g,ZLW2jkd6E7g,"{'positive': 105, 'neutral': 84, 'negative': 62}",0.6287425149700598,PG,Animation,2008,61000.0
mirrors,https://www.youtube.com/watch?v=O92QxxgeCO8,O92QxxgeCO8,"{'positive': 69, 'neutral': 107, 'negative': 74}",0.4825174825174825,R,Horror,2008,104000.0
baby mama,https://www.youtube.com/watch?v=GOlHAEajMi4,GOlHAEajMi4,"{'positive': 42, 'neutral': 37, 'negative': 15}",0.7368421052631579,PG-13,Comedy,2008,43000.0
whip it,https://www.youtube.com/watch?v=RQGPdXnb2Gg,RQGPdXnb2Gg,"{'positive': 126, 'neutral': 84, 'negative': 40}",0.7590361445783133,PG-13,Drama,2009,65000.0
couples retreat,https://www.youtube.com/watch?v=CzHoDZx0Qnw,CzHoDZx0Qnw,"{'positive': 39, 'neutral': 34, 'negative': 5}",0.8863636363636364,PG-13,Comedy,2009,104000.0
ondine,https://www.youtube.com/watch?v=rs8DiJaLhlY,rs8DiJaLhlY,"{'positive': 15, 'neutral': 8, 'negative': 1}",0.9375,PG-13,Drama,2009,20000.0
drag me to hell,https://www.youtube.com/watch?v=PPOaxHqoYxo,PPOaxHqoYxo,"{'positive': 0, 'neutral': 2, 'negative': 1}",0.0,PG-13,Horror,2009,192000.0
the girl with the dragon tattoo,https://www.youtube.com/watch?v=DqQe3OrsMKI,DqQe3OrsMKI,"{'positive': 133, 'neutral': 70, 'negative': 47}",0.7388888888888889,R,Crime,2009,211000.0
extract,https://www.youtube.com/watch?v=L6P3nI6VnlY,L6P3nI6VnlY,"{'positive': 89, 'neutral': 105, 'negative': 56}",0.6137931034482759,R,Comedy,2009,46000.0
the men who stare at goats,https://www.youtube.com/watch?v=GC2TzspJn5A,GC2TzspJn5A,"{'positive': 102, 'neutral': 92, 'negative': 57}",0.6415094339622641,R,Comedy,2009,129000.0
land of the lost,https://www.youtube.com/watch?v=uBPEr0csKCY,uBPEr0csKCY,"{'positive': 45, 'neutral': 42, 'negative': 24}",0.6521739130434783,PG-13,Action,2009,68000.0
a single man,https://www.youtube.com/watch?v=Ell2a6o_6lY,Ell2a6o_6lY,"{'positive': 81, 'neutral': 52, 'negative': 23}",0.7788461538461539,R,Drama,2009,108000.0
now later,https://www.youtube.com/watch?v=gBj3QJvBDTM,gBj3QJvBDTM,"{'positive': 15, 'neutral': 10, 'negative': 1}",0.9375,Unrated,Drama,2009,1600.0
pirate radio,https://www.youtube.com/watch?v=hRh1-cyWfGQ,hRh1-cyWfGQ,"{'positive': 45, 'neutral': 26, 'negative': 15}",0.75,R,Comedy,2009,108000.0
dragonball evolution,https://www.youtube.com/watch?v=gFzLMGKtY04,gFzLMGKtY04,"{'positive': 109, 'neutral': 76, 'negative': 65}",0.6264367816091954,PG,Action,2009,71000.0
spread,https://www.youtube.com/watch?v=hEDYyX-pafM,hEDYyX-pafM,"{'positive': 4, 'neutral': 7, 'negative': 1}",0.8,R,Comedy,2009,39000.0
case 39,https://www.youtube.com/watch?v=Cd9t9yHK7Mw,Cd9t9yHK7Mw,"{'positive': 101, 'neutral': 88, 'negative': 61}",0.6234567901234568,R,Horror,2009,81000.0
the taking of pelham 123,https://www.youtube.com/watch?v=U2ke0QhSfoA,U2ke0QhSfoA,"{'positive': 11, 'neutral': 7, 'negative': 3}",0.7857142857142857,R,Action,2009,189000.0
its complicated,https://www.youtube.com/watch?v=FtbsGSzTOyI,FtbsGSzTOyI,"{'positive': 60, 'neutral': 22, 'negative': 8}",0.8823529411764706,R,Comedy,2009,88000.0
halloween ii,https://www.youtube.com/watch?v=W34hF0rsj94,W34hF0rsj94,"{'positive': 33, 'neutral': 26, 'negative': 25}",0.5689655172413793,R,Horror,1981,77000.0
chloe,https://www.youtube.com/watch?v=yXaj_O_U0LA,yXaj_O_U0LA,"{'positive': 79, 'neutral': 49, 'negative': 43}",0.6475409836065574,R,Drama,2009,71000.0
agora,https://www.youtube.com/watch?v=uOXKF1mb9Hc,uOXKF1mb9Hc,"{'positive': 76, 'neutral': 79, 'negative': 95}",0.4444444444444444,R,Adventure,2009,67000.0
the joneses,https://www.youtube.com/watch?v=n2Y3GoN2PGw,n2Y3GoN2PGw,"{'positive': 113, 'neutral': 85, 'negative': 52}",0.6848484848484848,R,Comedy,2009,39000.0
daybreakers,https://www.youtube.com/watch?v=IGrpoxBlCNo,IGrpoxBlCNo,"{'positive': 114, 'neutral': 82, 'negative': 54}",0.6785714285714286,R,Action,2009,124000.0
an education,https://www.youtube.com/watch?v=eRbp-dd1QvM,eRbp-dd1QvM,"{'positive': 135, 'neutral': 71, 'negative': 32}",0.8083832335329342,PG-13,Drama,2009,131000.0
crazy heart,https://www.youtube.com/watch?v=Y0349E7kFEM,Y0349E7kFEM,"{'positive': 126, 'neutral': 74, 'negative': 50}",0.7159090909090909,R,Drama,2009,86000.0
crank high voltage,https://www.youtube.com/watch?v=t2koYVqwzT4,t2koYVqwzT4,"{'positive': 89, 'neutral': 108, 'negative': 53}",0.6267605633802817,R,Action,2009,143000.0
the international,https://www.youtube.com/watch?v=lglMx3_kKcc,lglMx3_kKcc,"{'positive': 41, 'neutral': 32, 'negative': 15}",0.7321428571428571,R,Action,2009,93000.0
the uninvited,https://www.youtube.com/watch?v=QWhTye_i_WE,QWhTye_i_WE,"{'positive': 11, 'neutral': 18, 'negative': 8}",0.5789473684210527,PG-13,Drama,2009,78000.0
my bloody valentine,https://www.youtube.com/watch?v=afxUFef1fNY,afxUFef1fNY,"{'positive': 11, 'neutral': 20, 'negative': 6}",0.6470588235294118,R,Horror,1981,19000.0
julie julia,https://www.youtube.com/watch?v=ozRK7VXQl-k,ozRK7VXQl-k,"{'positive': 129, 'neutral': 78, 'negative': 43}",0.75,PG-13,Biography,2009,111000.0
confessions of a shopaholic,https://www.youtube.com/watch?v=d-jE5WJ7J28,d-jE5WJ7J28,"{'positive': 67, 'neutral': 54, 'negative': 22}",0.7528089887640449,PG,Comedy,2009,76000.0
race to witch mountain,https://www.youtube.com/watch?v=SX2PWpcJlrY,SX2PWpcJlrY,"{'positive': 91, 'neutral': 71, 'negative': 27}",0.7711864406779662,PG,Action,2009,57000.0
9,https://www.youtube.com/watch?v=_qApXdc1WPY,_qApXdc1WPY,"{'positive': 94, 'neutral': 114, 'negative': 42}",0.6911764705882353,PG-13,Animation,2009,135000.0
the young victoria,https://www.youtube.com/watch?v=7uKX_9r3X1g,7uKX_9r3X1g,"{'positive': 2, 'neutral': 4, 'negative': 2}",0.5,PG,Biography,2009,59000.0
splice,https://www.youtube.com/watch?v=VDCt5QK8WiM,VDCt5QK8WiM,"{'positive': 13, 'neutral': 26, 'negative': 11}",0.5416666666666666,R,Drama,2009,95000.0
a prophet,https://www.youtube.com/watch?v=l69ARbQt-Ko,l69ARbQt-Ko,"{'positive': 108, 'neutral': 68, 'negative': 43}",0.7152317880794702,R,Crime,2009,95000.0
my sisters keeper,https://www.youtube.com/watch?v=KGEDVTiI6E4,KGEDVTiI6E4,"{'positive': 15, 'neutral': 8, 'negative': 11}",0.5769230769230769,PG-13,Drama,2009,91000.0
bride wars,https://www.youtube.com/watch?v=KBDE4uznmIw,KBDE4uznmIw,"{'positive': 59, 'neutral': 58, 'negative': 26}",0.6941176470588235,PG,Comedy,2009,102000.0
surrogates,https://www.youtube.com/watch?v=jX71XvnMDys,jX71XvnMDys,"{'positive': 72, 'neutral': 29, 'negative': 16}",0.8181818181818182,PG-13,Action,2009,171000.0
valhalla rising,https://www.youtube.com/watch?v=dQgoGccHJD4,dQgoGccHJD4,"{'positive': 110, 'neutral': 72, 'negative': 68}",0.6179775280898876,Not Rated,Action,2009,57000.0
funny people,https://www.youtube.com/watch?v=kzciY15Q3BA,kzciY15Q3BA,"{'positive': 113, 'neutral': 87, 'negative': 50}",0.6932515337423313,R,Comedy,2009,116000.0
saw vi,https://www.youtube.com/watch?v=XKxcf50t1xE,XKxcf50t1xE,"{'positive': 101, 'neutral': 79, 'negative': 70}",0.5906432748538012,R,Horror,2009,105000.0
fish tank,https://www.youtube.com/watch?v=_u6pg8fuSB4,_u6pg8fuSB4,"{'positive': 92, 'neutral': 79, 'negative': 54}",0.6301369863013698,Not Rated,Drama,2009,60000.0
push,https://www.youtube.com/watch?v=Pl3KNqCEtQ4,Pl3KNqCEtQ4,"{'positive': 102, 'neutral': 116, 'negative': 32}",0.7611940298507462,PG-13,Action,2009,107000.0
afterlife,https://www.youtube.com/watch?v=C_F8lpJXUTA,C_F8lpJXUTA,"{'positive': 100, 'neutral': 55, 'negative': 95}",0.5128205128205128,R,Drama,2009,37000.0
nine,https://www.youtube.com/watch?v=cSAmAP_yWpY,cSAmAP_yWpY,"{'positive': 36, 'neutral': 34, 'negative': 18}",0.6666666666666666,PG-13,Drama,2009,43000.0
obsessed,https://www.youtube.com/watch?v=bXk6H17Ecjw,bXk6H17Ecjw,"{'positive': 102, 'neutral': 74, 'negative': 74}",0.5795454545454546,PG-13,Drama,2009,31000.0
paul blart mall cop,https://www.youtube.com/watch?v=dfzmYp60I7w,dfzmYp60I7w,"{'positive': 77, 'neutral': 99, 'negative': 31}",0.7129629629629629,PG,Action,2009,105000.0
the box,https://www.youtube.com/watch?v=nSOjMkoBYYA,nSOjMkoBYYA,"{'positive': 75, 'neutral': 122, 'negative': 53}",0.5859375,PG-13,Drama,2009,90000.0
everybodys fine,https://www.youtube.com/watch?v=FnJdK1EcmEY,FnJdK1EcmEY,"{'positive': 70, 'neutral': 39, 'negative': 31}",0.693069306930693,PG-13,Drama,1990,3700.0
i love you beth cooper,https://www.youtube.com/watch?v=-2iBfm1x7vU,-2iBfm1x7vU,"{'positive': 0, 'neutral': 1, 'negative': 0}",0.0,PG-13,Comedy,2009,34000.0
the unborn,https://www.youtube.com/watch?v=H_yYzY-E3Cc,H_yYzY-E3Cc,"{'positive': 85, 'neutral': 98, 'negative': 67}",0.5592105263157895,R,Drama,1991,1100.0
thirst,https://www.youtube.com/watch?v=FSIxWtVTF6I,FSIxWtVTF6I,"{'positive': 2, 'neutral': 9, 'negative': 14}",0.125,R,Drama,2009,44000.0
notorious,https://www.youtube.com/watch?v=kDDv6pAbN_U,kDDv6pAbN_U,"{'positive': 90, 'neutral': 102, 'negative': 59}",0.6040268456375839,R,Biography,2009,42000.0
serious moonlight,https://www.youtube.com/watch?v=bOhI6UCWbDo,bOhI6UCWbDo,"{'positive': 15, 'neutral': 9, 'negative': 1}",0.9375,R,Comedy,2009,8000.0
all about steve,https://www.youtube.com/watch?v=mtJfr-a_oHQ,mtJfr-a_oHQ,"{'positive': 109, 'neutral': 89, 'negative': 52}",0.6770186335403726,PG-13,Comedy,2009,40000.0
old dogs,https://www.youtube.com/watch?v=RhY8AP806tU,RhY8AP806tU,"{'positive': 154, 'neutral': 60, 'negative': 36}",0.8105263157894737,PG,Comedy,2009,37000.0
nowhere boy,https://www.youtube.com/watch?v=iC7jREW6cv8,iC7jREW6cv8,"{'positive': 26, 'neutral': 46, 'negative': 18}",0.5909090909090909,R,Biography,2009,36000.0
